Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
IQ17s1_d_DXCCSR_NEO070,1,-0.598252383934,-0.689752086685,-0.506752681183,-12.81482989476,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Secondary malignancies,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_NVS008,1,-0.577112279682,-0.614546844679,-0.539677714684,-30.21590562881,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Paralysis (other than cerebral palsy),v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_NVS009,1,-0.265240017417,-0.320616537841,-0.209863496993,-9.387749129369,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Epilepsy; convulsions,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_NVS011,1,-0.157289999415,-0.205899687386,-0.108680311443,-6.342001910415,0.000000000227,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Neurocognitive disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_NVS013,1,-0.179500816513,-0.268725483021,-0.090276150005,-3.943025503265,0.000080460095,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Coma; stupor; and brain damage,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_NVS015,1,0.134507318576,0.050032228724,0.218982408428,3.120795734318,0.001803630948,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Polyneuropathies,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_NVS016,1,0.020165411718,-0.035852582974,0.076183406409,0.705549724117,0.480468199179,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Sleep wake disorders,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_NVS020,1,-0.130343547534,-0.173689096769,-0.086997998299,-5.893769101888,0.000000003775,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Other nervous system disorders (neither hereditary nor degenerative),v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_RSP002,1,-0.306591062440,-0.388766537453,-0.224415587427,-7.312491230137,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Pneumonia (except that caused by tuberculosis),v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_RSP009,1,0.024148640030,-0.056545656857,0.104842936918,0.586540394557,0.557512424456,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Asthma,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_RSP010,1,-0.322691698723,-0.392441987012,-0.252941410434,-9.067548294388,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Aspiration pneumonitis,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_RSP011,1,-0.254365401560,-0.344140840333,-0.164589962787,-5.553267494796,0.000000028038,Gee,"Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Pleurisy, pleural effusion and pulmonary collapse",v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_RSP012,1,0.335875461754,0.291937943093,0.379812980416,14.982726116142,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Respiratory failure; insufficiency; arrest,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_RSP016,1,-0.150984194859,-0.262500727097,-0.039467662621,-2.653629719471,0.007963115635,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Other specified and unspecified lower respiratory disease,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_SKN003,1,-0.354304548566,-0.462708148125,-0.245900949007,-6.405914172332,0.000000000149,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Pressure ulcer of skin,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_SYM005,1,-0.830930682695,-0.895359684049,-0.766501681342,-25.27734680845,0.000000000000,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Dysphagia,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_SYM012,1,0.210013777723,0.131615043527,0.288412511920,5.250332735773,0.000000151825,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Circulatory signs and symptoms,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_SYM016,1,-0.223390163290,-0.285316203089,-0.161464123491,-7.070316073300,0.000000000002,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Other general signs and symptoms,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_SYM017,1,0.096935788181,0.043891434349,0.149980142014,3.581731888912,0.000341323986,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Abnormal findings without diagnosis,v2025,"HCUP 2020, 2021, 2022"
IQ17s1_d_DXCCSR_SYM018,1,0.086463478396,-0.053554976751,0.226481933542,1.210306908875,0.226161147586,Gee,Interaction between IQ17 Interacerebral Hemorrhage Diagnosis Stratum and Prediabetes,v2025,"HCUP 2020, 2021, 2022"
